filename,char,latin,bits
synthetic_braille_dataset\o\o_053.png,ओ,o,21
synthetic_braille_dataset\o\o_054.png,ओ,o,21
synthetic_braille_dataset\o\o_055.png,ओ,o,21
synthetic_braille_dataset\o\o_056.png,ओ,o,21
synthetic_braille_dataset\o\o_057.png,ओ,o,21
synthetic_braille_dataset\o\o_058.png,ओ,o,21
synthetic_braille_dataset\o\o_059.png,ओ,o,21
synthetic_braille_dataset\o\o_060.png,ओ,o,21
synthetic_braille_dataset\o\o_061.png,ओ,o,21
synthetic_braille_dataset\o\o_062.png,ओ,o,21
synthetic_braille_dataset\o\o_063.png,ओ,o,21
synthetic_braille_dataset\o\o_064.png,ओ,o,21
synthetic_braille_dataset\o\o_065.png,ओ,o,21
synthetic_braille_dataset\o\o_066.png,ओ,o,21
synthetic_braille_dataset\o\o_067.png,ओ,o,21
synthetic_braille_dataset\o\o_068.png,ओ,o,21
synthetic_braille_dataset\o\o_069.png,ओ,o,21
synthetic_braille_dataset\o\o_070.png,ओ,o,21
synthetic_braille_dataset\o\o_071.png,ओ,o,21
synthetic_braille_dataset\o\o_072.png,ओ,o,21
synthetic_braille_dataset\o\o_073.png,ओ,o,21
synthetic_braille_dataset\o\o_074.png,ओ,o,21
synthetic_braille_dataset\o\o_075.png,ओ,o,21
synthetic_braille_dataset\o\o_076.png,ओ,o,21
synthetic_braille_dataset\o\o_077.png,ओ,o,21
synthetic_braille_dataset\o\o_078.png,ओ,o,21
synthetic_braille_dataset\o\o_079.png,ओ,o,21
synthetic_braille_dataset\o\o_080.png,ओ,o,21
synthetic_braille_dataset\o\o_081.png,ओ,o,21
synthetic_braille_dataset\o\o_082.png,ओ,o,21
synthetic_braille_dataset\o\o_083.png,ओ,o,21
synthetic_braille_dataset\o\o_084.png,ओ,o,21
synthetic_braille_dataset\o\o_085.png,ओ,o,21
synthetic_braille_dataset\o\o_086.png,ओ,o,21
synthetic_braille_dataset\o\o_087.png,ओ,o,21
synthetic_braille_dataset\o\o_088.png,ओ,o,21
synthetic_braille_dataset\o\o_089.png,ओ,o,21
synthetic_braille_dataset\o\o_090.png,ओ,o,21
synthetic_braille_dataset\o\o_091.png,ओ,o,21
synthetic_braille_dataset\o\o_092.png,ओ,o,21
synthetic_braille_dataset\o\o_093.png,ओ,o,21
synthetic_braille_dataset\o\o_094.png,ओ,o,21
synthetic_braille_dataset\o\o_095.png,ओ,o,21
synthetic_braille_dataset\o\o_096.png,ओ,o,21
synthetic_braille_dataset\o\o_097.png,ओ,o,21
synthetic_braille_dataset\o\o_098.png,ओ,o,21
synthetic_braille_dataset\o\o_099.png,ओ,o,21
synthetic_braille_dataset\o\o_100.png,ओ,o,21
synthetic_braille_dataset\o\o_101.png,ओ,o,21
synthetic_braille_dataset\o\o_102.png,ओ,o,21
synthetic_braille_dataset\o\o_103.png,ओ,o,21
synthetic_braille_dataset\o\o_104.png,ओ,o,21
synthetic_braille_dataset\o\o_105.png,ओ,o,21
synthetic_braille_dataset\o\o_106.png,ओ,o,21
synthetic_braille_dataset\o\o_107.png,ओ,o,21
synthetic_braille_dataset\o\o_108.png,ओ,o,21
synthetic_braille_dataset\o\o_109.png,ओ,o,21
synthetic_braille_dataset\o\o_110.png,ओ,o,21
synthetic_braille_dataset\o\o_111.png,ओ,o,21
synthetic_braille_dataset\o\o_112.png,ओ,o,21
synthetic_braille_dataset\o\o_113.png,ओ,o,21
synthetic_braille_dataset\o\o_114.png,ओ,o,21
synthetic_braille_dataset\o\o_115.png,ओ,o,21
synthetic_braille_dataset\o\o_116.png,ओ,o,21
synthetic_braille_dataset\o\o_117.png,ओ,o,21
synthetic_braille_dataset\o\o_118.png,ओ,o,21
synthetic_braille_dataset\o\o_119.png,ओ,o,21
synthetic_braille_dataset\o\o_120.png,ओ,o,21
synthetic_braille_dataset\o\o_121.png,ओ,o,21
synthetic_braille_dataset\o\o_122.png,ओ,o,21
synthetic_braille_dataset\o\o_123.png,ओ,o,21
synthetic_braille_dataset\o\o_124.png,ओ,o,21
synthetic_braille_dataset\o\o_125.png,ओ,o,21
synthetic_braille_dataset\o\o_126.png,ओ,o,21
synthetic_braille_dataset\o\o_127.png,ओ,o,21
synthetic_braille_dataset\o\o_128.png,ओ,o,21
synthetic_braille_dataset\o\o_129.png,ओ,o,21
synthetic_braille_dataset\o\o_130.png,ओ,o,21
synthetic_braille_dataset\o\o_131.png,ओ,o,21
synthetic_braille_dataset\o\o_132.png,ओ,o,21
synthetic_braille_dataset\o\o_133.png,ओ,o,21
synthetic_braille_dataset\o\o_134.png,ओ,o,21
synthetic_braille_dataset\o\o_135.png,ओ,o,21
synthetic_braille_dataset\o\o_136.png,ओ,o,21
synthetic_braille_dataset\o\o_137.png,ओ,o,21
synthetic_braille_dataset\o\o_138.png,ओ,o,21
synthetic_braille_dataset\o\o_139.png,ओ,o,21
synthetic_braille_dataset\o\o_140.png,ओ,o,21
synthetic_braille_dataset\o\o_141.png,ओ,o,21
synthetic_braille_dataset\o\o_142.png,ओ,o,21
synthetic_braille_dataset\o\o_143.png,ओ,o,21
synthetic_braille_dataset\o\o_144.png,ओ,o,21
synthetic_braille_dataset\o\o_145.png,ओ,o,21
synthetic_braille_dataset\o\o_146.png,ओ,o,21
synthetic_braille_dataset\o\o_147.png,ओ,o,21
synthetic_braille_dataset\o\o_148.png,ओ,o,21
synthetic_braille_dataset\o\o_149.png,ओ,o,21
synthetic_braille_dataset\o\o_150.png,ओ,o,21
synthetic_braille_dataset\o\o_151.png,ओ,o,21
synthetic_braille_dataset\o\o_152.png,ओ,o,21
synthetic_braille_dataset\o\o_153.png,ओ,o,21
synthetic_braille_dataset\o\o_154.png,ओ,o,21
synthetic_braille_dataset\o\o_155.png,ओ,o,21
synthetic_braille_dataset\o\o_156.png,ओ,o,21
synthetic_braille_dataset\o\o_157.png,ओ,o,21
synthetic_braille_dataset\o\o_158.png,ओ,o,21
synthetic_braille_dataset\o\o_159.png,ओ,o,21
synthetic_braille_dataset\o\o_160.png,ओ,o,21
synthetic_braille_dataset\o\o_161.png,ओ,o,21
synthetic_braille_dataset\o\o_162.png,ओ,o,21
synthetic_braille_dataset\o\o_163.png,ओ,o,21
synthetic_braille_dataset\o\o_164.png,ओ,o,21
synthetic_braille_dataset\o\o_165.png,ओ,o,21
synthetic_braille_dataset\o\o_166.png,ओ,o,21
synthetic_braille_dataset\o\o_167.png,ओ,o,21
synthetic_braille_dataset\o\o_168.png,ओ,o,21
synthetic_braille_dataset\o\o_169.png,ओ,o,21
synthetic_braille_dataset\o\o_170.png,ओ,o,21
synthetic_braille_dataset\o\o_171.png,ओ,o,21
synthetic_braille_dataset\o\o_172.png,ओ,o,21
synthetic_braille_dataset\o\o_173.png,ओ,o,21
synthetic_braille_dataset\o\o_174.png,ओ,o,21
synthetic_braille_dataset\o\o_175.png,ओ,o,21
synthetic_braille_dataset\o\o_176.png,ओ,o,21
synthetic_braille_dataset\o\o_177.png,ओ,o,21
synthetic_braille_dataset\o\o_178.png,ओ,o,21
synthetic_braille_dataset\o\o_179.png,ओ,o,21
synthetic_braille_dataset\o\o_180.png,ओ,o,21
synthetic_braille_dataset\o\o_181.png,ओ,o,21
synthetic_braille_dataset\o\o_182.png,ओ,o,21
synthetic_braille_dataset\o\o_183.png,ओ,o,21
synthetic_braille_dataset\o\o_184.png,ओ,o,21
synthetic_braille_dataset\o\o_185.png,ओ,o,21
synthetic_braille_dataset\o\o_186.png,ओ,o,21
synthetic_braille_dataset\o\o_187.png,ओ,o,21
synthetic_braille_dataset\o\o_188.png,ओ,o,21
synthetic_braille_dataset\o\o_189.png,ओ,o,21
synthetic_braille_dataset\o\o_190.png,ओ,o,21
synthetic_braille_dataset\o\o_191.png,ओ,o,21
synthetic_braille_dataset\o\o_192.png,ओ,o,21
synthetic_braille_dataset\o\o_193.png,ओ,o,21
synthetic_braille_dataset\o\o_194.png,ओ,o,21
synthetic_braille_dataset\o\o_195.png,ओ,o,21
synthetic_braille_dataset\o\o_196.png,ओ,o,21
synthetic_braille_dataset\o\o_197.png,ओ,o,21
synthetic_braille_dataset\o\o_198.png,ओ,o,21
synthetic_braille_dataset\o\o_199.png,ओ,o,21
synthetic_braille_dataset\o\o_200.png,ओ,o,21
synthetic_braille_dataset\o\o_201.png,ओ,o,21
synthetic_braille_dataset\o\o_202.png,ओ,o,21
synthetic_braille_dataset\o\o_203.png,ओ,o,21
synthetic_braille_dataset\o\o_204.png,ओ,o,21
synthetic_braille_dataset\o\o_205.png,ओ,o,21
synthetic_braille_dataset\o\o_206.png,ओ,o,21
synthetic_braille_dataset\o\o_207.png,ओ,o,21
synthetic_braille_dataset\o\o_208.png,ओ,o,21
synthetic_braille_dataset\o\o_209.png,ओ,o,21
synthetic_braille_dataset\o\o_210.png,ओ,o,21
synthetic_braille_dataset\o\o_211.png,ओ,o,21
synthetic_braille_dataset\o\o_212.png,ओ,o,21
synthetic_braille_dataset\o\o_213.png,ओ,o,21
synthetic_braille_dataset\o\o_214.png,ओ,o,21
synthetic_braille_dataset\o\o_215.png,ओ,o,21
synthetic_braille_dataset\o\o_216.png,ओ,o,21
synthetic_braille_dataset\o\o_217.png,ओ,o,21
synthetic_braille_dataset\o\o_218.png,ओ,o,21
synthetic_braille_dataset\o\o_219.png,ओ,o,21
synthetic_braille_dataset\o\o_220.png,ओ,o,21
synthetic_braille_dataset\o\o_221.png,ओ,o,21
synthetic_braille_dataset\o\o_222.png,ओ,o,21
synthetic_braille_dataset\o\o_223.png,ओ,o,21
synthetic_braille_dataset\o\o_224.png,ओ,o,21
synthetic_braille_dataset\o\o_225.png,ओ,o,21
synthetic_braille_dataset\o\o_226.png,ओ,o,21
synthetic_braille_dataset\o\o_227.png,ओ,o,21
synthetic_braille_dataset\o\o_228.png,ओ,o,21
synthetic_braille_dataset\o\o_229.png,ओ,o,21
synthetic_braille_dataset\o\o_230.png,ओ,o,21
synthetic_braille_dataset\o\o_231.png,ओ,o,21
synthetic_braille_dataset\o\o_232.png,ओ,o,21
synthetic_braille_dataset\o\o_233.png,ओ,o,21
synthetic_braille_dataset\o\o_234.png,ओ,o,21
synthetic_braille_dataset\o\o_235.png,ओ,o,21
synthetic_braille_dataset\o\o_236.png,ओ,o,21
synthetic_braille_dataset\o\o_237.png,ओ,o,21
synthetic_braille_dataset\o\o_238.png,ओ,o,21
synthetic_braille_dataset\o\o_239.png,ओ,o,21
synthetic_braille_dataset\o\o_240.png,ओ,o,21
synthetic_braille_dataset\o\o_241.png,ओ,o,21
synthetic_braille_dataset\o\o_242.png,ओ,o,21
synthetic_braille_dataset\o\o_243.png,ओ,o,21
synthetic_braille_dataset\o\o_244.png,ओ,o,21
synthetic_braille_dataset\o\o_245.png,ओ,o,21
synthetic_braille_dataset\o\o_246.png,ओ,o,21
synthetic_braille_dataset\o\o_247.png,ओ,o,21
synthetic_braille_dataset\o\o_248.png,ओ,o,21
synthetic_braille_dataset\o\o_249.png,ओ,o,21
synthetic_braille_dataset\au\au_000.png,औ,au,42
synthetic_braille_dataset\au\au_001.png,औ,au,42
synthetic_braille_dataset\au\au_002.png,औ,au,42
synthetic_braille_dataset\au\au_003.png,औ,au,42
synthetic_braille_dataset\au\au_004.png,औ,au,42
synthetic_braille_dataset\au\au_005.png,औ,au,42
synthetic_braille_dataset\au\au_006.png,औ,au,42
synthetic_braille_dataset\au\au_007.png,औ,au,42
synthetic_braille_dataset\au\au_008.png,औ,au,42
synthetic_braille_dataset\au\au_009.png,औ,au,42
synthetic_braille_dataset\au\au_010.png,औ,au,42
synthetic_braille_dataset\au\au_011.png,औ,au,42
synthetic_braille_dataset\au\au_012.png,औ,au,42
synthetic_braille_dataset\au\au_013.png,औ,au,42
synthetic_braille_dataset\au\au_014.png,औ,au,42
synthetic_braille_dataset\au\au_015.png,औ,au,42
synthetic_braille_dataset\au\au_016.png,औ,au,42
synthetic_braille_dataset\au\au_017.png,औ,au,42
synthetic_braille_dataset\au\au_018.png,औ,au,42
synthetic_braille_dataset\au\au_019.png,औ,au,42
synthetic_braille_dataset\au\au_020.png,औ,au,42
synthetic_braille_dataset\au\au_021.png,औ,au,42
synthetic_braille_dataset\au\au_022.png,औ,au,42
synthetic_braille_dataset\au\au_023.png,औ,au,42
synthetic_braille_dataset\au\au_024.png,औ,au,42
synthetic_braille_dataset\au\au_025.png,औ,au,42
synthetic_braille_dataset\au\au_026.png,औ,au,42
synthetic_braille_dataset\au\au_027.png,औ,au,42
synthetic_braille_dataset\au\au_028.png,औ,au,42
synthetic_braille_dataset\au\au_029.png,औ,au,42
synthetic_braille_dataset\au\au_030.png,औ,au,42
synthetic_braille_dataset\au\au_031.png,औ,au,42
synthetic_braille_dataset\au\au_032.png,औ,au,42
synthetic_braille_dataset\au\au_033.png,औ,au,42
synthetic_braille_dataset\au\au_034.png,औ,au,42
synthetic_braille_dataset\au\au_035.png,औ,au,42
synthetic_braille_dataset\au\au_036.png,औ,au,42
synthetic_braille_dataset\au\au_037.png,औ,au,42
synthetic_braille_dataset\au\au_038.png,औ,au,42
synthetic_braille_dataset\au\au_039.png,औ,au,42
synthetic_braille_dataset\au\au_040.png,औ,au,42
synthetic_braille_dataset\au\au_041.png,औ,au,42
synthetic_braille_dataset\au\au_042.png,औ,au,42
synthetic_braille_dataset\au\au_043.png,औ,au,42
synthetic_braille_dataset\au\au_044.png,औ,au,42
synthetic_braille_dataset\au\au_045.png,औ,au,42
synthetic_braille_dataset\au\au_046.png,औ,au,42
synthetic_braille_dataset\au\au_047.png,औ,au,42
synthetic_braille_dataset\au\au_048.png,औ,au,42
synthetic_braille_dataset\au\au_049.png,औ,au,42
synthetic_braille_dataset\au\au_050.png,औ,au,42
synthetic_braille_dataset\au\au_051.png,औ,au,42
synthetic_braille_dataset\au\au_052.png,औ,au,42
synthetic_braille_dataset\au\au_053.png,औ,au,42
synthetic_braille_dataset\au\au_054.png,औ,au,42
synthetic_braille_dataset\au\au_055.png,औ,au,42
synthetic_braille_dataset\au\au_056.png,औ,au,42
synthetic_braille_dataset\au\au_057.png,औ,au,42
synthetic_braille_dataset\au\au_058.png,औ,au,42
synthetic_braille_dataset\au\au_059.png,औ,au,42
synthetic_braille_dataset\au\au_060.png,औ,au,42
synthetic_braille_dataset\au\au_061.png,औ,au,42
synthetic_braille_dataset\au\au_062.png,औ,au,42
synthetic_braille_dataset\au\au_063.png,औ,au,42
synthetic_braille_dataset\au\au_064.png,औ,au,42
synthetic_braille_dataset\au\au_065.png,औ,au,42
synthetic_braille_dataset\au\au_066.png,औ,au,42
synthetic_braille_dataset\au\au_067.png,औ,au,42
synthetic_braille_dataset\au\au_068.png,औ,au,42
synthetic_braille_dataset\au\au_069.png,औ,au,42
synthetic_braille_dataset\au\au_070.png,औ,au,42
synthetic_braille_dataset\au\au_071.png,औ,au,42
synthetic_braille_dataset\au\au_072.png,औ,au,42
synthetic_braille_dataset\au\au_073.png,औ,au,42
synthetic_braille_dataset\au\au_074.png,औ,au,42
synthetic_braille_dataset\au\au_075.png,औ,au,42
synthetic_braille_dataset\au\au_076.png,औ,au,42
synthetic_braille_dataset\au\au_077.png,औ,au,42
synthetic_braille_dataset\au\au_078.png,औ,au,42
synthetic_braille_dataset\au\au_079.png,औ,au,42
synthetic_braille_dataset\au\au_080.png,औ,au,42
synthetic_braille_dataset\au\au_081.png,औ,au,42
synthetic_braille_dataset\au\au_082.png,औ,au,42
synthetic_braille_dataset\au\au_083.png,औ,au,42
synthetic_braille_dataset\au\au_084.png,औ,au,42
synthetic_braille_dataset\au\au_085.png,औ,au,42
synthetic_braille_dataset\au\au_086.png,औ,au,42
synthetic_braille_dataset\au\au_087.png,औ,au,42
synthetic_braille_dataset\au\au_088.png,औ,au,42
synthetic_braille_dataset\au\au_089.png,औ,au,42
synthetic_braille_dataset\au\au_090.png,औ,au,42
synthetic_braille_dataset\au\au_091.png,औ,au,42
synthetic_braille_dataset\au\au_092.png,औ,au,42
synthetic_braille_dataset\au\au_093.png,औ,au,42
synthetic_braille_dataset\au\au_094.png,औ,au,42
synthetic_braille_dataset\au\au_095.png,औ,au,42
synthetic_braille_dataset\au\au_096.png,औ,au,42
synthetic_braille_dataset\au\au_097.png,औ,au,42
synthetic_braille_dataset\au\au_098.png,औ,au,42
synthetic_braille_dataset\au\au_099.png,औ,au,42
synthetic_braille_dataset\au\au_100.png,औ,au,42
synthetic_braille_dataset\au\au_101.png,औ,au,42
synthetic_braille_dataset\au\au_102.png,औ,au,42
synthetic_braille_dataset\au\au_103.png,औ,au,42
synthetic_braille_dataset\au\au_104.png,औ,au,42
synthetic_braille_dataset\au\au_105.png,औ,au,42
synthetic_braille_dataset\au\au_106.png,औ,au,42
synthetic_braille_dataset\au\au_107.png,औ,au,42
synthetic_braille_dataset\au\au_108.png,औ,au,42
synthetic_braille_dataset\au\au_109.png,औ,au,42
synthetic_braille_dataset\au\au_110.png,औ,au,42
synthetic_braille_dataset\au\au_111.png,औ,au,42
synthetic_braille_dataset\au\au_112.png,औ,au,42
synthetic_braille_dataset\au\au_113.png,औ,au,42
synthetic_braille_dataset\au\au_114.png,औ,au,42
synthetic_braille_dataset\au\au_115.png,औ,au,42
synthetic_braille_dataset\au\au_116.png,औ,au,42
synthetic_braille_dataset\au\au_117.png,औ,au,42
synthetic_braille_dataset\au\au_118.png,औ,au,42
synthetic_braille_dataset\au\au_119.png,औ,au,42
synthetic_braille_dataset\au\au_120.png,औ,au,42
synthetic_braille_dataset\au\au_121.png,औ,au,42
synthetic_braille_dataset\au\au_122.png,औ,au,42
synthetic_braille_dataset\au\au_123.png,औ,au,42
synthetic_braille_dataset\au\au_124.png,औ,au,42
synthetic_braille_dataset\au\au_125.png,औ,au,42
synthetic_braille_dataset\au\au_126.png,औ,au,42
synthetic_braille_dataset\au\au_127.png,औ,au,42
synthetic_braille_dataset\au\au_128.png,औ,au,42
synthetic_braille_dataset\au\au_129.png,औ,au,42
synthetic_braille_dataset\au\au_130.png,औ,au,42
synthetic_braille_dataset\au\au_131.png,औ,au,42
synthetic_braille_dataset\au\au_132.png,औ,au,42
synthetic_braille_dataset\au\au_133.png,औ,au,42
synthetic_braille_dataset\au\au_134.png,औ,au,42
synthetic_braille_dataset\au\au_135.png,औ,au,42
synthetic_braille_dataset\au\au_136.png,औ,au,42
synthetic_braille_dataset\au\au_137.png,औ,au,42
synthetic_braille_dataset\au\au_138.png,औ,au,42
synthetic_braille_dataset\au\au_139.png,औ,au,42
synthetic_braille_dataset\au\au_140.png,औ,au,42
synthetic_braille_dataset\au\au_141.png,औ,au,42
synthetic_braille_dataset\au\au_142.png,औ,au,42
synthetic_braille_dataset\au\au_143.png,औ,au,42
synthetic_braille_dataset\au\au_144.png,औ,au,42
synthetic_braille_dataset\au\au_145.png,औ,au,42
synthetic_braille_dataset\au\au_146.png,औ,au,42
synthetic_braille_dataset\au\au_147.png,औ,au,42
synthetic_braille_dataset\au\au_148.png,औ,au,42
synthetic_braille_dataset\au\au_149.png,औ,au,42
synthetic_braille_dataset\au\au_150.png,औ,au,42
synthetic_braille_dataset\au\au_151.png,औ,au,42
synthetic_braille_dataset\au\au_152.png,औ,au,42
synthetic_braille_dataset\au\au_153.png,औ,au,42
synthetic_braille_dataset\au\au_154.png,औ,au,42
synthetic_braille_dataset\au\au_155.png,औ,au,42
synthetic_braille_dataset\au\au_156.png,औ,au,42
synthetic_braille_dataset\au\au_157.png,औ,au,42
synthetic_braille_dataset\au\au_158.png,औ,au,42
synthetic_braille_dataset\au\au_159.png,औ,au,42
synthetic_braille_dataset\au\au_160.png,औ,au,42
synthetic_braille_dataset\au\au_161.png,औ,au,42
synthetic_braille_dataset\au\au_162.png,औ,au,42
synthetic_braille_dataset\au\au_163.png,औ,au,42
synthetic_braille_dataset\au\au_164.png,औ,au,42
synthetic_braille_dataset\au\au_165.png,औ,au,42
synthetic_braille_dataset\au\au_166.png,औ,au,42
synthetic_braille_dataset\au\au_167.png,औ,au,42
synthetic_braille_dataset\au\au_168.png,औ,au,42
synthetic_braille_dataset\au\au_169.png,औ,au,42
synthetic_braille_dataset\au\au_170.png,औ,au,42
synthetic_braille_dataset\au\au_171.png,औ,au,42
synthetic_braille_dataset\au\au_172.png,औ,au,42
synthetic_braille_dataset\au\au_173.png,औ,au,42
synthetic_braille_dataset\au\au_174.png,औ,au,42
synthetic_braille_dataset\au\au_175.png,औ,au,42
synthetic_braille_dataset\au\au_176.png,औ,au,42
synthetic_braille_dataset\au\au_177.png,औ,au,42
synthetic_braille_dataset\au\au_178.png,औ,au,42
synthetic_braille_dataset\au\au_179.png,औ,au,42
synthetic_braille_dataset\au\au_180.png,औ,au,42
synthetic_braille_dataset\au\au_181.png,औ,au,42
synthetic_braille_dataset\au\au_182.png,औ,au,42
synthetic_braille_dataset\au\au_183.png,औ,au,42
synthetic_braille_dataset\au\au_184.png,औ,au,42
synthetic_braille_dataset\au\au_185.png,औ,au,42
synthetic_braille_dataset\au\au_186.png,औ,au,42
synthetic_braille_dataset\au\au_187.png,औ,au,42
synthetic_braille_dataset\au\au_188.png,औ,au,42
synthetic_braille_dataset\au\au_189.png,औ,au,42
synthetic_braille_dataset\au\au_190.png,औ,au,42
synthetic_braille_dataset\au\au_191.png,औ,au,42
synthetic_braille_dataset\au\au_192.png,औ,au,42
synthetic_braille_dataset\au\au_193.png,औ,au,42
synthetic_braille_dataset\au\au_194.png,औ,au,42
synthetic_braille_dataset\au\au_195.png,औ,au,42
synthetic_braille_dataset\au\au_196.png,औ,au,42
synthetic_braille_dataset\au\au_197.png,औ,au,42
synthetic_braille_dataset\au\au_198.png,औ,au,42
synthetic_braille_dataset\au\au_199.png,औ,au,42
synthetic_braille_dataset\au\au_200.png,औ,au,42
synthetic_braille_dataset\au\au_201.png,औ,au,42
synthetic_braille_dataset\au\au_202.png,औ,au,42
synthetic_braille_dataset\au\au_203.png,औ,au,42
synthetic_braille_dataset\au\au_204.png,औ,au,42
synthetic_braille_dataset\au\au_205.png,औ,au,42
synthetic_braille_dataset\au\au_206.png,औ,au,42
synthetic_braille_dataset\au\au_207.png,औ,au,42
synthetic_braille_dataset\au\au_208.png,औ,au,42
synthetic_braille_dataset\au\au_209.png,औ,au,42
synthetic_braille_dataset\au\au_210.png,औ,au,42
synthetic_braille_dataset\au\au_211.png,औ,au,42
synthetic_braille_dataset\au\au_212.png,औ,au,42
synthetic_braille_dataset\au\au_213.png,औ,au,42
synthetic_braille_dataset\au\au_214.png,औ,au,42
synthetic_braille_dataset\au\au_215.png,औ,au,42
synthetic_braille_dataset\au\au_216.png,औ,au,42
synthetic_braille_dataset\au\au_217.png,औ,au,42
synthetic_braille_dataset\au\au_218.png,औ,au,42
synthetic_braille_dataset\au\au_219.png,औ,au,42
synthetic_braille_dataset\au\au_220.png,औ,au,42
synthetic_braille_dataset\au\au_221.png,औ,au,42
synthetic_braille_dataset\au\au_222.png,औ,au,42
synthetic_braille_dataset\au\au_223.png,औ,au,42
synthetic_braille_dataset\au\au_224.png,औ,au,42
synthetic_braille_dataset\au\au_225.png,औ,au,42
synthetic_braille_dataset\au\au_226.png,औ,au,42
synthetic_braille_dataset\au\au_227.png,औ,au,42
synthetic_braille_dataset\au\au_228.png,औ,au,42
synthetic_braille_dataset\au\au_229.png,औ,au,42
synthetic_braille_dataset\au\au_230.png,औ,au,42
synthetic_braille_dataset\au\au_231.png,औ,au,42
synthetic_braille_dataset\au\au_232.png,औ,au,42
synthetic_braille_dataset\au\au_233.png,औ,au,42
synthetic_braille_dataset\au\au_234.png,औ,au,42
synthetic_braille_dataset\au\au_235.png,औ,au,42
synthetic_braille_dataset\au\au_236.png,औ,au,42
synthetic_braille_dataset\au\au_237.png,औ,au,42
synthetic_braille_dataset\au\au_238.png,औ,au,42
synthetic_braille_dataset\au\au_239.png,औ,au,42
synthetic_braille_dataset\au\au_240.png,औ,au,42
synthetic_braille_dataset\au\au_241.png,औ,au,42
synthetic_braille_dataset\au\au_242.png,औ,au,42
synthetic_braille_dataset\au\au_243.png,औ,au,42
synthetic_braille_dataset\au\au_244.png,औ,au,42
synthetic_braille_dataset\au\au_245.png,औ,au,42
synthetic_braille_dataset\au\au_246.png,औ,au,42
synthetic_braille_dataset\au\au_247.png,औ,au,42
synthetic_braille_dataset\au\au_248.png,औ,au,42
synthetic_braille_dataset\au\au_249.png,औ,au,42
synthetic_braille_dataset\am\am_000.png,अं,am,48
synthetic_braille_dataset\am\am_001.png,अं,am,48
synthetic_braille_dataset\am\am_002.png,अं,am,48
synthetic_braille_dataset\am\am_003.png,अं,am,48
synthetic_braille_dataset\am\am_004.png,अं,am,48
synthetic_braille_dataset\am\am_005.png,अं,am,48
synthetic_braille_dataset\am\am_006.png,अं,am,48
synthetic_braille_dataset\am\am_007.png,अं,am,48
synthetic_braille_dataset\am\am_008.png,अं,am,48
synthetic_braille_dataset\am\am_009.png,अं,am,48
synthetic_braille_dataset\am\am_010.png,अं,am,48
synthetic_braille_dataset\am\am_011.png,अं,am,48
synthetic_braille_dataset\am\am_012.png,अं,am,48
synthetic_braille_dataset\am\am_013.png,अं,am,48
synthetic_braille_dataset\am\am_014.png,अं,am,48
synthetic_braille_dataset\am\am_015.png,अं,am,48
synthetic_braille_dataset\am\am_016.png,अं,am,48
synthetic_braille_dataset\am\am_017.png,अं,am,48
synthetic_braille_dataset\am\am_018.png,अं,am,48
synthetic_braille_dataset\am\am_019.png,अं,am,48
synthetic_braille_dataset\am\am_020.png,अं,am,48
synthetic_braille_dataset\am\am_021.png,अं,am,48
synthetic_braille_dataset\am\am_022.png,अं,am,48
synthetic_braille_dataset\am\am_023.png,अं,am,48
synthetic_braille_dataset\am\am_024.png,अं,am,48
synthetic_braille_dataset\am\am_025.png,अं,am,48
synthetic_braille_dataset\am\am_026.png,अं,am,48
synthetic_braille_dataset\am\am_027.png,अं,am,48
synthetic_braille_dataset\am\am_028.png,अं,am,48
synthetic_braille_dataset\am\am_029.png,अं,am,48
synthetic_braille_dataset\am\am_030.png,अं,am,48
synthetic_braille_dataset\am\am_031.png,अं,am,48
synthetic_braille_dataset\am\am_032.png,अं,am,48
synthetic_braille_dataset\am\am_033.png,अं,am,48
synthetic_braille_dataset\am\am_034.png,अं,am,48
synthetic_braille_dataset\am\am_035.png,अं,am,48
synthetic_braille_dataset\am\am_036.png,अं,am,48
synthetic_braille_dataset\am\am_037.png,अं,am,48
synthetic_braille_dataset\am\am_038.png,अं,am,48
synthetic_braille_dataset\am\am_039.png,अं,am,48
synthetic_braille_dataset\am\am_040.png,अं,am,48
synthetic_braille_dataset\am\am_041.png,अं,am,48
synthetic_braille_dataset\am\am_042.png,अं,am,48
synthetic_braille_dataset\am\am_043.png,अं,am,48
synthetic_braille_dataset\am\am_044.png,अं,am,48
synthetic_braille_dataset\am\am_045.png,अं,am,48
synthetic_braille_dataset\am\am_046.png,अं,am,48
synthetic_braille_dataset\am\am_047.png,अं,am,48
synthetic_braille_dataset\am\am_048.png,अं,am,48
synthetic_braille_dataset\am\am_049.png,अं,am,48
synthetic_braille_dataset\am\am_050.png,अं,am,48
synthetic_braille_dataset\am\am_051.png,अं,am,48
synthetic_braille_dataset\am\am_052.png,अं,am,48
synthetic_braille_dataset\am\am_053.png,अं,am,48
synthetic_braille_dataset\am\am_054.png,अं,am,48
synthetic_braille_dataset\am\am_055.png,अं,am,48
synthetic_braille_dataset\am\am_056.png,अं,am,48
synthetic_braille_dataset\am\am_057.png,अं,am,48
synthetic_braille_dataset\am\am_058.png,अं,am,48
synthetic_braille_dataset\am\am_059.png,अं,am,48
synthetic_braille_dataset\am\am_060.png,अं,am,48
synthetic_braille_dataset\am\am_061.png,अं,am,48
synthetic_braille_dataset\am\am_062.png,अं,am,48
